QUIZ BASE 2022 PATENTE NAUTICA;None;RISPOSTA 1                    V/F;RSPOSTA 2                        V/F;RISPOSTA 3                         V/F;
1148;None;Avuto riguardo alla navigazione costiera, a cosa serve principalmente il compasso nautico nelle operazioni di carteggio?;al calcolo delle distanze e all'individuazione delle coordinate geografiche.;V;al tracciamento degli angoli di rotta e dei rilevamenti.;F;alla misurazione delle velocita' dei bersagli individuati dal radar.;F
1149;None;Un miglio marino equivale a:;1.825 metri.;F;1.852 metri.;V;1.609 metri.;F
1150;None;Definizione di miglio nautico:;e' la lunghezza dell'arco di meridiano ampio un sessantesimo di grado (1', un primo).;V;e' la lunghezza dell'arco di equatore ampio un grado.;F;e' la lunghezza dell'arco di cerchio massimo ampio un grado.;F
1151;None;Qual e' la causa piu' importante dell'imprecisione del punto stimato?;errori nella misura della velocita' con il solcometro.;F;errori nella prora vera (Pv).;F;errori soggettivi nella conoscenza e/o nell'apprezzamento dello scarroccio e della deriva.;V
1152;None;Gli strumenti della navigazione stimata sono:;bussola e solcometro (per misura della velocita' propria).;F;bussola, solcometro (per misura della velocita' propria) e orologio.;V;esclusivamente l'orologio.;F
1153;None;Una nave che percorre 12 miglia in due ore, a che velocita' sta navigando?;12 miglia all'ora.;F;6 nodi.;V;6 k/h.;F
1154;None;Il nodo e':;la velocita' di 1850 metri all'ora.;F;la grandezza che equivale a1.850 metri, pari alla lunghezza di1' (un primo) di Longitudine.;F;l'unita' di misura della velocita' della nave.;V
1155;None;Il miglio marino e' l'unita' di misura:;delle distanze in mare.;V;dell'angolo che si forma tra le rotte di due imbarcazioni.;F;degli angoli in mare.;F
1156;None;Una nave in navigazione a 16 nodi effettivi, in 15 minuti percorrera':;5 miglia.;F;4,50 miglia.;F;4 miglia.;V
1157;None;La navigazione e' stimata se la determinazione:;del punto nave stimato e' in funzione della prora impostata e delle miglia percorse in un dato intervallo di tempo.;V;della rotta vera coincide con la rotta bussola.;F;del punto nave e' in funzione degli elementi in vista della costa.;F
1158;None;Il punto stimato per il navigante:;puo', in lunghe navigazioni con cielo coperto, validamente sostituire un punto astronomico di difficile o impossibile esecuzione.;F;e' insostituibile, ma insufficiente per condurre la navigazione in sicurezza.;V;e' preciso ed affidabile in ogni circostanza.;F
1159;None;Per determinare il punto stimato bisogna conoscere i seguenti elementi:;rotta vera Rv, velocita' effettiva, posizione iniziale.;F;prora vera Pv, velocita' propria, posizione iniziale, tempo trascorso.;V;moto proprio, deriva, scarroccio.;F
1160;None;Una nave in navigazione a 15 nodi effettivi, in 45 minuti percorrera':;10,75 miglia.;F;11,25 miglia.;V;12 miglia.;F
1161;None;In un grado di latitudine sono compresi:;60 miglia.;V;120 miglia.;F;120 km.;F
1162;None;Per misurare la distanza tra due punti sulla carta nautica:;si tracciano i paralleli passanti per i due punti sino alla scala delle latitudini.;F;si tracciano le linee dai punti estremi della carta alla propria posizione.;F;con il compasso si misura la distanza tra i due punti e la si riporta sulla scala delle latitudini.;V
1163;None;Una nave in navigazione a 15 nodi effettivi, in 35 minuti percorrera':;9,25 miglia.;F;8,75 miglia.;V;7,75 miglia.;F
1164;None;Una corretta navigazione stimata consiste, tra l'altro, anche nel calcolare:;esattamente con precisione la propria velocita' istantanea.;F;"la posizione con la relazione ""S = V x T"" a ogni variazione di velocita'.";V;la posizione approssimativa del punto di partenza.;F
1165;None;Il punto nave e' ricavato:;con almeno tre o piu' luoghi di posizione.;F;con un luogo di posizione.;F;con almeno due luoghi di posizione.;V
1166;None;180 miglia corrispondono a:;3 gradi di latitudine.;V;180 Km.;F;1800 Km.;F
1167;None;In un grado di latitudine sono compresi:;30 secondi di arco.;F;60 secondi di arco.;F;60 primi di arco.;V
1168;None;Una nave in navigazione a 9 nodi effettivi, in 45 minuti percorrera':;6,75 miglia.;V;6,25 miglia.;F;5,75 miglia.;F
1169;None;Il luogo di posizione di egual differenza d'azimuth:;e' quel luogo formato da una circonferenza i cui punti vedono due punti cospicui sulla costa sempre con lo stesso angolo e quindi con la stessa differenza di azimuth.;V;e' quel luogo formato da una circonferenza i cui punti vedono un punto cospicuo sulla costa sempre con lo stesso angolo.;F;e' quel luogo che, per essere attendibile deve essere utilizzato necessariamente con altro luogo di posizione.;F
1170;None;Una nave in navigazione a 19 nodi effettivi, in 15 minuti percorrera':;4,25 miglia.;F;4,75 miglia.;V;4,50 miglia.;F
1171;None;Quanti primi sono contenuti in un miglio?;60' (sessanta primi) di latitudine.;F;1' (un primo) di latitudine.;V;10' (dieci primi) di latitudine.;F
1172;None;Una nave in navigazione a 18 nodi effettivi, in 25 minuti percorrera':;7,25 miglia.;F;6,50 miglia;F;7,50 miglia;V
1173;None;Una nave in navigazione a 19 nodi effettivi, in 9 minuti percorrera':;2,85 miglia.;V;3,15 miglia;F;2,25 miglia;F
1174;None;Una nave in navigazione a 24 nodi effettivi, in 35 minuti percorrera':;13,75 miglia.;F;14 miglia.;V;14,50 miglia.;F
1175;None;Una nave in navigazione a 22 nodi effettivi, in 15 minuti percorrera':;5,25 miglia.;F;6,50 miglia.;F;5,50 miglia.;V
1176;None;Una nave in navigazione a 22 nodi effettivi, in 45 minuti percorrera':;15,5 miglia.;F;16,5 miglia.;V;16 miglia.;F
1177;None;Una nave in navigazione a 21 nodi effettivi, in 45 minuti percorrera':;15,75 miglia.;V;16,25 miglia.;F;15,50 miglia.;F
1178;None;Una nave in navigazione a 16 nodi effettivi, in 45 minuti percorrera':;12,25 miglia.;F;12 miglia.;V;12,50 miglia.;F
1179;None;1 miglio marino corrisponde alla:;sessantesima parte di un arco di latitudine di 1 grado.;V;trecentosessantesima parte di un arco di equatore di 1 grado.;F;sessantesima parte di un arco di longitudine di 1 grado.;F
1180;None;"Cosa significa l'affermazione ""velocita' 5 nodi""?";che la velocita' di navigazione e' di 5 km ogni ora.;F;una distanza di 5 miglia.;F;che in un'ora si percorrono 5 miglia.;V
1181;None;Per misurare la distanza tra due punti sulla carta nautica in proiezione di mercatore si utilizza la scala:;delle longitudini, alla stessa longitudine della zona di mare dove e' stata misurata la distanza tra due punti.;F;delle latitudini, alla stessa longitudine della zona dove e' stata misurata la distanza tra due punti.;F;delle latitudini, alla stessa latitudine della zona dove e' stata misurata la distanza tra due punti.;V
1182;None;Un tratto di 4ï¿½.4 di latitudine corrispondono a:;4 miglia e 4 decimi di miglio.;V;4 miglia e 24 centesimi di miglio.;F;44 miglia esatte.;F
1183;None;Applicata  la  formula  T = S : V (tempo = spazio diviso la velocita'), si ricava 4,4. Ciï¿½ significa che la navigazione durera':;4 ore e 40 minuti.;F;4 ore e 24 minuti.;V;4 ore e 14 minuti.;F
1184;None;Il punto nave stimato si determina con:;il GPS.;F;la formula S = V x T.;V;almeno due luoghi di posizione.;F
1185;None;S = 14 miglia V = 10 nodi. Il tempo di navigazione sara' di:;1 ora e 14 minuti.;F;1 ora e 34 minuti.;F;1 ora e 24 minuti.;V
1186;None;S = 11,6 miglia V = 6 nodi. Il tempo di navigazione sara' di:;1 ora e 56 minuti.;V;2 ore e 06 minuti.;F;1 ora e 46 minuti.;F
1187;None;S = 12,4 miglia V = 6 nodi. Il tempo di navigazione sara' di:;2 ore e 14 minuti.;F;2 ore e 4 minuti.;V;1 ora e 54 minuti.;F
1188;None;V = 8 nodi T = 1 ora e 15 minuti. Lo spazio percorso sara' di:;10,5 miglia.;F;10 miglia.;V;9,5 miglia.;F
1189;None;V = 6 nodi T = 2 ore e 45 minuti. Lo spazio percorso sara' di:;16,5 miglia.;V;15,5 miglia.;F;17,5 miglia.;F
1190;None;V = 9 nodi T = 20 minuti. Lo spazio percorso sara' di:;2,5 miglia.;F;3,5 miglia.;F;3 miglia.;V
1191;None;T = 1 ora e 40 minuti S = 20 miglia. La velocita' sara' di:;10 nodi.;F;13 nodi.;F;12 nodi.;V
1192;None;T = 1 ora e 15 minuti S = 12 miglia. La velocita' sara' di:;9,6 nodi.;V;10,6 nodi.;F;8,6 nodi.;F
1193;None;T = 3 ore e 30 minuti S = 24,5 miglia. La velocita' sara' di:;8 nodi.;F;7 nodi.;V;6 nodi.;F
1194;None;T = 2 ore e 20 minuti V = 12 nodi. Lo spazio percorso sara' di:;27 miglia.;F;29 miglia.;F;28 miglia.;V
1195;None;S = 18 miglia V = 7 nodi. Il tempo di navigazione sara' di:;2 ore e 34 minuti.;V;2 ore e 24 minuti.;F;2 ore e 44 minuti.;F
1196;None;Una nave in navigazione a 10 nodi effettivi, in 18 minuti percorrera':;3 miglia.;V;2 miglia.;F;4 miglia.;F
1197;None;Una nave in navigazione a 15 nodi effettivi, in 18 minuti percorrera':;4,25 miglia.;F;4,50 miglia.;V;4,75 miglia.;F
1198;None;Una nave in navigazione a 6 nodi effettivi, in 35 minuti percorrera':;3,25 miglia.;F;4,50 miglia.;F;3,50 miglia.;V
1199;None;Una nave in navigazione a 7,5 nodi e mezzo effettivi, in 20 minuti percorrera':;2,50 miglia.;V;2,25 miglia.;F;2,75 miglia.;F
1200;None;Una nave in navigazione a 12,5 nodi e mezzo effettivi, in 30 minuti percorrera':;6,50 miglia.;F;6,75 miglia.;F;6,25 miglia.;V
1201;None;Quando sono obbligatori gli strumenti da carteggio nautico a bordo?;non lo sono per una navigazione oltre le 12 miglia.;F;per una navigazione entro le 12 miglia.;F;per una navigazione oltre le 12 miglia.;V
1202;None;Un punto nave costiero puo' essere determinato:;mediante le formule che legano lo spazio, la velocita' e il cammino.;F;dall'intersezione di due o piu' rotte stimate convergenti.;F;dall'intersezione di due o piu' luoghi di posizione.;V
1203;None;I luoghi di posizione sono:;le rette di rilevamento, i cerchi capaci, i cerchi di uguale distanza e le linee batimetriche.;V;l'altezza di un astro, la distanza radiogoniometrica, la distanza polare e la distanza altazimutale.;F;il settore di un segnalamento marittimo luminoso, la bisettrice di altezza, i cerchi di uguale portata luminosa e i cerchi di maggiore portata geografica.;F
1204;None;Uno degli elementi indispensabili per effettuare un'appropriata navigazione costiera e':;la conoscenza esatta della velocita' propulsiva dell'unita' navale.;F;la disponibilita' di carte di navigazione con scala adeguata, al fine di identificare possibili punti cospicui utili alla determinazione del punto nave.;V;la conoscenza esatta della prora vera dell'unita' navale.;F
1205;None;Quale tra queste dotazioni a bordo di un'unita' navale risulta indispensabile per effettuare un'appropriata navigazione costiera?;un buon solcometro.;F;un buon cronometro.;F;adeguate pubblicazioni nautiche che consentano il riconoscimento della costa.;V
1206;None;Avuto riguardo alla navigazione costiera, quale tra queste affermazioni e' corretta?;la navigazione costiera costituisce un tipo di navigazione piuttosto facile considerato il suo sviluppo lungo la fascia costiera.;F;la navigazione costieracostituisce un tipo di navigazione molto impegnativa, in quanto effettuata in prossimita' della costa, ove sono presenti molto spesso punti cospicui sconosciti,;V;la navigazione costiera costituisce un tipo di navigazione molto facile in quanto agevolata dalla presenza di numerosissimi punti cospicui presenti lungo la fascia costiera.;F
1207;None;Avuto riguardo alla navigazione costiera, quale tra queste affermazioni e' corretta?;il punto nave costiero risulta tanto piu' preciso quanto piu' affidabili sono gli strumenti utilizzati per la sua determinazione, nonche' il metodo impiegato e l'esperienza marinaresca del;V;navigazione costiera e' subordinata alla conoscenza degli elementi del moto dell'unita'.;F;il punto nave ottenuto mediante la navigazione costiera e' tanto piu' preciso quanto piu' veloce e' l'unita' navale.;F
1208;None;I punti cospicui osservati dal navigante per determinare il punto nave costiero devono risultare:;ben visibili e distanti dalla batimentica dei 50 metri di oltre sei miglia nautiche dalla costa.;F;ben visibili e compresi entro un raggio visivo tra le otto e le dieci miglia nautiche dalla costa.;V;ben visibili e compresi entro un raggio visivo tra i ventiquattro e i trentasei chilometri dalla costa.;F
1209;None;Avuto riguardo alla navigazione costiera, cosa si intende per rilevamento polare?;l'angolo compreso tra l'asse longitudinale dell'unita' navale (prora) e il piano contenente la direzione del Nord vero.;F;l'angolo compreso tra l'asse longitudinale dell'unita' navale (prora) e il piano contenente la congiungente unita'-oggetto osservato.;V;l'angolo compreso tra l'asse longitudinale dell'unita' navale (prora) e il piano contenente la direzione del Nord bussola.;F
1210;None;Avuto riguardo alla navigazione costiera, come varia angolarmente il rilevamento polare?;da 000ï¿½ a 360ï¿½ gradi in senso orario a partire dall'asse longitudinale dell'unita'.;V;da 090ï¿½ a 270ï¿½ gradi in senso orario a partire dall'asse longitudinale dell'unita' a dritta.;F;da 090ï¿½ a 270ï¿½ gradi in senso orario a partire dall'asse longitudinale dell'unita' a sinistra.;F
1211;None;Il rilevamento polare semicircolare e' rappresentato dall'angolo compreso tra:;il Nord bussola e la congiungente unita'-oggetto osservato, contato da 000ï¿½ a180ï¿½ verso dritta o sinistra dell'unita' stessa.;F;il Nord vero e la congiungente unita'-oggetto osservato, contato da 000ï¿½ a 180ï¿½ verso dritta o sinistra dell'unita' stessa.;F;l'asse longitudinale dell'unita' e la congiungente unita'-oggetto osservato, contato da 000ï¿½ a 180ï¿½ verso dritta o sinistra dell'unita' stessa.;V
1212;None;L'allineamento rappresenta un particolare luogo di posizione che deriva dall'osservazione di due punti cospicui sulla costa la cui differenza di rilevamento risulta pari a:;0ï¿½ oppure 180ï¿½.;V;90ï¿½;F;45ï¿½;F
1213;None;Avuto riguardo alla navigazione costiera, a cosa servono le squadrette nautiche nelle operazioni di carteggio?;alla misura dell'altezza dei punti cospicui della costa rispetto al livello medio del mare.;F;al tracciamento degli angoli di rotta e dei rilevamenti.;V;alla misurazione del calcolo della minima distanza a cui un bersaglio passera' di poppa rispetto alla propria unita' navale.;F
1214;None;Avuto riguardo alla navigazione costiera, a cosa serve principalmente il compasso nautico nelle operazioni di carteggio?;al calcolo delle distanze e all'individuazione delle coordinate geografiche.;V;al tracciamento degli angoli di rotta e dei rilevamenti.;F;alla misurazione delle velocita' dei bersagli individuati dal radar.;F
1215;None;"Avuto riguardo ai luoghi di posizione, cosa si intende per""cerchio capace""?";e' il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, ad intervalli temporali di 10 minuti l'uno dall'altro, misurano  la stessa differenza di distanza di due distinti;F;e' il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, nel medesimo istante, misurano la stessa differenza di rilevamento di due distinti punti cospicui sulla costa.;V;e' il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, ad intervalli temporali di 20 minuti l'unodall'altro, misurano la stessasomma di rilevamento di due distinti punti cospicui sulla costa.;F
1216;None;Sono a Sud-Ovest del Faro della Meloria significa che lo rilevo per:;225 gradi.;F;045 gradi.;V;135 gradi.;F
1217;None;Se con la mia unita' sono a 5 miglia sul Rlv 180 gradi del Faro di Pianosa significa che mi trovo:;a Nord del faro, distanza 5 miglia.;V;a Sud del faro, distanza 5 miglia.;F;non vi sono elementi sufficienti per dirlo.;F
1218;None;Rilevamento polare a 90 gradi e traverso:;coincidono sempre.;V;coincidono solo se Pv e Rv coincidono.;F;coincidono solo se Pv e Rv, Vp eVe coincidono.;F
1219;None;In presenza di scarroccio o deriva, accostare quando si e' al traverso di un punto cospicuo significa accostare quando:;il punto cospicuo e' perpendicolare alla Rv che l'unita' sta seguendo.;F;il punto cospicuo e' perpendicolare all'asse longitudinale dell'unita'.;V;lo si rileva polarmente per 180ï¿½.;F
1220;None;Di cosa ho bisogno per determinare, in corso di navigazione, la posizione dell'unita' rispetto ad un punto cospicuo?;di due distanze del punto cospicuo.;F;di un rilevamento e di una distanza del punto cospicuo.;V;di due rilevamenti contemporanei del punto cospicuo.;F
1221;None;Sono a Sud-Est di un faro significa che lo rilevo per:;315 gradi.;V;135 gradi.;F;235 gradi.;F
1222;None;Se con la mia unita' sono a 6 miglia sul Rlv Sud-Ovest del Faro della Meloria significa che mi trovo:;a Nord-Ovest del faro, distanza 6 miglia.;F;a Nord-Est del faro, distanza 6 miglia.;V;a Sud-Est del faro, distanza 6 miglia.;F
1223;None;Se sono a Sud di un faro significa che lo rilevo per:;180 gradi.;F;360 gradi.;V;non vi sono elementi sufficienti per dirlo.;F
1224;None;"La navigazione e' ""costiera"" quando la determinazione del punto nave:";e' possibile se ci si allontana oltre 1 miglio dalla costa.;F;e' in funzione di elementi cospicui riconoscibili dal mare.;V;se stimato, e' in funzione della rotta seguita e delle miglia percorse in un dato intervallo di tempo.;F
1225;None;Per angolo di rilevamento di un oggetto s'intende:;l'avvistamento di un punto cospicuo della costa.;F;l'angolo che un astro forma con il meridiano fondamentale.;F;l'angolo tra il piano verticale passante per il Nord e il piano verticale passante per l'oggetto rilevato, entrambi passanti per l'osservatore.;V
1226;None;Sono a Nord del faro significa che lo rilevo per:;180 gradi.;V;360 gradi.;F;non vi sono elementi sufficienti per dirlo.;F
1227;None;Sono sul Rlv 045 gradi del faro significa che mi trovo:;a Sud-Ovest del faro.;V;a Nord-Est del faro.;F;a Sud-Est del faro.;F
1228;None;Sono sul Rlv 135 gradi del faro significa che mi trovo:;a Nord-Ovest del faro.;V;a Nord-Est del faro.;F;a Sud-Est del faro.;F
1229;None;Sono sul Rlv 225 gradi del faro significa che lo rilevo per:;Nord-Est.;F;Sud-Ovest.;V;Sud-Est.;F
1230;None;Il rilevamento polare semicircolare si considera positivo o negativo se:;l'oggetto rilevato si trova rispettivamente a dritta o a sinistra dell'osservatore rivolto verso prora.;V;l'oggetto e' rispettivamente a sinistra o a dritta della prora della nave.;F;e' rispettivamente maggiore o minore della rotta.;F
1231;None;Se sono a Nord-Ovest di un faro significa che lo rilevo per:;non vi sono elementi sufficienti per dirlo.;F;315 gradi.;F;135 gradi.;V
1232;None;Se sono a Sud-Est dello Scoglio Africa significa che lo rilevo per:;135 gradi.;F;315 gradi.;V;non vi sono elementi sufficienti per dirlo.;F
1233;None;Notiamo due oggetti cospicui con uguale rilevamento o con rilevamenti distanziati tra loro di 180 gradi si tratta di:;un allineamento.;V;un incrocio.;F;un cerchio di uguale distanza.;F
1234;None;Un rilevamento al traverso corrisponde ad un rilevamento polare di:;90 gradi.;V;45 gradi.;F;120 gradi.;F
1235;None;Sono sul Rlv 270 gradi del faro significa che sono:;a Est del faro.;V;a Ovest del faro.;F;non vi sono elementi sufficienti per dirlo.;F
1236;None;Il rilevamento polare si misura con:;il grafometro.;V;lo staziografo.;F;la bussola di rotta.;F
1237;None;Sono a Est del faro significa che lo rilevo per:;180 gradi.;F;90 gradi.;F;270 gradi.;V
1238;None;Sono sul Rlv 157,5 gradi del faro significa che sono:;a Nord-Nord Ovest del faro.;V;a Ovest-Nord Ovest del faro.;F;a Sud-Sud Est del faro.;F
1239;None;Quale tra le risposte sotto elencate non e' un luogo di posizione?;cerchio di egual differenza d'azimuth.;F;egual profondita'.;F;rosa dei venti.;V
1240;None;Un luogo di posizione:;e' un insieme di punti che godono tutti di una determinata proprieta' nello stesso istante e che tale proprieta' deve essere misurabile.;V;e' la posizione in cui si trova l'unita' in un dato preciso istante.;F;e' un insieme di tutti i riferimenti facilmente individuabili sia sulla carta sia in mare durante la navigazione.;F
1241;None;Sono sul Rlv 337,5 gradi del faro significa che sono:;a Sud del faro.;F;a Sud-Sud Est del faro.;V;a Sud-Est del faro.;F
1242;None;Per la navigazione costiera e' indispensabile:;avvalersi esclusivamente delPortolano.;F;essere in vista della costa.;V;il mare calmo.;F
1243;None;Sono sul Rlv 022,5 gradi del faro significa che sono:;a Sud-Ovest del faro.;F;a Sud-Sud Ovest del faro.;V;a Sud del faro.;F
1244;None;Sono sul Rlv 067,5 gradi del faro significa che sono:;a Ovest del faro.;F;a Sud-Ovest del faro.;F;a Ovest-Sud Ovest del faro.;V
1245;None;Navigo con Rv direzione Ovest, in assenza di vento e corrente, e vedo sulla prora un faro significa che lo rilevo:;per 090 gradi.;F;per 180 gradi.;F;per 270 gradi.;V
1246;None;E' un punto cospicuo:;l'allineamento.;F;il cerchio capace.;F;il campanile.;V
1247;None;Si puo' determinare il punto nave con un solo luogo di posizione?;si', solo se si tratta di un rilevamento.;F;no.;V;si'.;F
1248;None;Durante la navigazione si puo' determinare il punto nave con un solo punto cospicuo, se conosciuta la distanza da esso?;non e' possibile.;F;si, purche' sia misurato il rilevamento due volte simultaneamente.;F;si.;V
1249;None;Si puo' determinare il punto nave effettivo rilevando 2 torri allineate?;si', ma ho bisogno di almeno un altro luogo di posizione.;V;no, perche' non abbiamo il GPS.;F;si', ho la certezza del punto nave quando rilevo l'allineamento.;F
1250;None;"Il punto nave ricavato con il metodo della navigazione""costiera"":";considera lo scarroccio ma non la deriva.;F;stima la posizione della nave ad un dato istante in quanto occorre un secondo luogo di posizione.;F;determina la posizione con sufficiente precisione e' quindi affidabile per il prosieguo della navigazione.;V
1251;None;La rotta Rv e':;la rotta della nave e' l'angolo di prora che assume il timoniere rispetto al nord magnetico.;F;il percorso reale che la nave ha effettuato o dovra' effettuare rispetto al fondo del mare.;V;"quell'arco di cerchio massimo congiungente il punto di partenza ""A"" con il punto di arrivo ""B"".";F
1252;None;L'angolo di rotta Rv e' l'angolo che:;il percorso dell'imbarcazione da diporto in ciascun punto forma con la direzione Nord del meridiano geografico.;V;la chiglia  dell'imbarcazione  da diporto  forma con la direzione Nord del meridiano geografico.;F;il percorso dell'imbarcazione da diporto in ciascun punto forma con la direzione Sud del meridiano geografico.;F
1253;None;L'angolo di rotta puo' variare:;tra 0 e 360 gradi in senso anti- orario a partire da Nord.;F;tra 0 e 180 gradi verso Est o verso Ovest a partire da Nord.;F;tra 0 e 360 gradi in senso orario a partire da Nord.;V
1254;None;La prora della nave e':;la direzione che sta seguendo la nave rispetto al fondale.;F;la direzione verso la quale la linea di chiglia della nave e' orientata rispetto al nord.;V;coincidente con la rotta Rv in presenza di vento o corrente.;F
1255;None;Due rotte opposte hanno una differenza angolare di:;360 gradi.;F;90 gradi.;F;180 gradi.;V
1256;None;Navigando con Rv 090 gradi cambia qualche coordinata geografica?;si', solo la longitudine.;V;si', solo la deviazione geografica.;F;si', solo la latitudine.;F
1257;None;Navigando con Rv 180 gradi cambia qualche coordinata geografica?;si', solo la deviazione geografica.;F;si', solo la latitudine.;V;si', solo la longitudine.;F
1258;None;l'angolo di prora vera e' compreso tra il nord vero e la:;prora vera dell'unita' e si misura in senso orario.;V;prora magnetica dell'unita' e si misura in senso antiorario.;F;prora bussola dell'unita' e si misura in senso antiorario.;F
1259;None;l'angolo di prora vera si legge:;sulla rosa dei venti delle carte nautiche.;V;non si puo' leggere, non conoscendo l'angolo di deriva e/o di scarroccio.;F;in corrispondenza della linea di fede della bussola.;F
1260;None;La velocita' effettiva (Ve) e' quella velocita':;misurata dal solcometro.;F;dovuta alle azioni di propulsori e corrente sulla nave.;F;dovuta alle azioni sulla nave di propulsori, vento e corrente.;V
1261;None;Il moto proprio o propulsivo di una nave a motore e' generato:;dalle azioni combinate dei propulsori-eliche, del vento e della corrente.;F;dalla sola azione dei propulsori- eliche.;V;dalle azioni combinate dei propulsori-eliche e del vento.;F
1262;None;L'angolo di scarroccio e' quell'angolo sotto il quale e':;deviato il percorso dell'unita' a causa dell'azione della corrente.;F;deviato il percorso dell'unita' per il vento e la corrente.;F;deviato il percorso dell'unita' a causa dell'azione del vento.;V
1263;None;Il moto effettivo e' definito dai seguenti termini:;Rv (angolo di rotta vera) e Ve(velocita' effettiva).;V;Rsup (angolo di rotta di superficie) e Vsup (velocita' di superficie).;F;Pv (angolo di prora vera) e Vp(velocita' propria o propulsiva).;F
1264;None;L'angolo di deriva e' quell'angolo sotto il quale e':;deviato il percorso dell'unita' a causa dell'azione del vento.;F;deviato il percorso dell'unita' a causa dell'azione della corrente.;V;deviato il percorso dell'unita' per effetto del vento e della corrente.;F
1265;None;La velocita' propria o propulsiva (Vp) e' quella velocita' impressa all'unita' a motore:;unicamente dal suo propulsore-elica.;V;dal suo propulsore-elica e dalla corrente.;F;dal suo propulsore-elica e dal vento.;F
1266;None;A parita' di corrente, la deriva come influisce sui vari tipi di scafi?;maggiore quando lo scafo ha un'alta opera morta.;F;maggiore quando lo scafo naviga molto immerso;F;e' indifferente e non dipende dal tipo di scafo o esposizione dell'opera morta.;V
1267;None;La velocita' effettiva (Ve) altro non e' che la velocita':;reale rispetto al fondo marino.;V;di scarroccio e deriva.;F;della superficie dell'acqua.;F
1268;None;Eccetto i casi teorici di scarroccio di prora ovvero poppa, lo scarroccio positivo o negativo e':;lo scarroccio avente lo stesso segno della deviazioneovvero avente segno opposto.;F;lo scarroccio E o W .;F;lo spostamento laterale che avviene rispettivamente a dritta o a sinistra rispetto alla prora della nave.;V
1269;None;A parita' di azione del vento, la velocita' di scarroccio:;con lo stesso vento e' eguale per tutte le navi anche se diverse tra loro.;F;tanto e' maggiore quanto e' minore l'opera viva e quanto e' maggiore la superficie esposta al vento.;V;tanto e' maggiore quanto e' maggiore l'opera viva e quanto e' maggiore la superficie esposta al vento.;F
1270;None;Come mai in navigazione il vento appare diverso da quello reale?;e' solo apparenza, in realta' i due venti hanno uguale provenienza.;F;perche' a quello reale si somma, vettorialmente, il vento dovuto al moto della nave.;V;perche' il bordo libero della nave e le tughe deviano il moto del vento.;F
1271;None;Lo scarroccio influisce:;solo sulle unita' a motore.;F;solo sulle unita' a vela.;F;su tutte le unita'.;V
1272;None;Vento 180 gradi e corrente 180 gradi cosa significa?;il vento soffia verso sud (Tramontana), la corrente, al contrario, va verso nord.;F;il vento soffia verso nord (Ostro), la corrente, al contrario, va verso sud.;V;che entrambi provengono da nord e vanno verso sud.;F
1273;None;Lo scarroccio:;con lo stesso vento, la velocita' di scarroccio e'uguale per tutte le navi anche se diverse tra loro.;F;quanto minore e' l'opera viva tanto minore sara' la superficie esposta al vento.;F;dipende dall'intensita' del vento, dalla velocita' dell'unita', dalla superficie esposta al vento e dal tipo di carena.;V
1274;None;Tra i possibili moti sull'acqua che la nave puo' compiere o subire, si puo' affermare che:;la deriva e' il movimento dovuto alla presenza di correnti.;V;la velocita' di deriva dipende dalla forma della carena.;F;lo scarroccio e' il movimento dovuto al sistema di governo.;F
1275;None;La deriva e':;l'effetto perturbatore prodotto dalla corrente marina sul moto dell'unita'.;V;la somma degli effetti prodotti dal vento sul moto dell'unita'.;F;l'effetto perturbatore prodotto dal vento sull'opera morta dell'unita'.;F
1276;None;Lo scarroccio e' dovuto:;all'azione del vento.;V;all'azione combinata di vento e corrente.;F;all'effetto della corrente.;F
1277;None;La deriva e' dovuta:;all'azione combinata di vento e corrente.;F;all'effetto della corrente.;V;all'azione del vento.;F
1278;None;Con vento, di poppa, la cui direzione coincide con la direzione del moto della nave:;si ha un effetto sulla velocita' della nave ma non sulla direzione del suo percorso.;V;si ha un effetto sulla velocita' della nave ed anche sulla direzione del suo percorso.;F;si ha un effetto non sulla velocita' della nave ma sulla direzione del suo percorso.;F
1279;None;Siamo in navigazione con rotta Nord in presenza di un vento e corrente entrambi 180 succede che:;il moto della nave e' agevolato dalla deriva mentre e' contrastato dallo scarroccio.;F;il moto della nave e' agevolato dallo scarroccio mentre e' contrastato dalla deriva.;V;il moto della nave e' agevolato dalla deriva e dallo scarroccio.;F
1280;None;l'angolo di rotta vera e l'angolo di prora vera possono coincidere in presenza di deriva e/o scarroccio?;si, sempre.;F;no, mai.;F;si, ma solo se provengono esattamente da prora o da poppa.;V
1281;None;Dov'e' riportato l'elenco di tutte le pubblicazioni nautiche edite dall'Istituto Idrografico della Marina Militare?;nel catalogo delle carte e delle pubblicazioni nautiche (I.I. 3001).;V;nel listino dei servizi di bordo (I.I.2721).;F;nell'elenco dei Navarea delMediterraneo (I.I. 2127).;F
1282;None;"Per ""aggiornamento"" delle pubblicazioni nautiche s'intende:";la modifica di pagine e cartine nell'elenco dei fari e fanali.;F;un adeguamento delle pubblicazioni alle modifiche che intervengono.;V;solamente la segnalazione di nuove edizioni.;F
